global _id,id,frame,frame_elements,definition,link,lus
1 072,982,Passing_off,Agent Item Simulated_entity Manner Means Place Purpose Time Explanation,"An Agent acts in such a way as to cause others to think that an Item is an instance of a particular kind of Simulated_entity.  He had, under the name of Armitage, passed her off as a member of one of the most distinguished families of the capital.  He undoubtedly believes you are the impostor who palmed himself off at Bar Harbor as the Baron von Kissel.  Knowing his likeness to the family of Lord Polperro she palmed him off on them as a distant relative.",,
50,983,Agriculture,Agriculturist Food Ground Circumstances Degree Duration Event_description Frequency Instrument Manner Means Outcome Particular_iteration Place Purpose Time Type,Peasants were encouraged to cultivate basic food crops such as beans and corn.  Shrimp farming seems to be a recipe for disaster  Some fields were probably cultivated only in the dry season CNI,,"lantbruk.n, jordbruk.n, bruka.v"
1 074,984,Path_traveled,Path Theme Characteristic Direction Endpoints Goal Ground Landmark Length Source,"A Path, a series of connected locations, is traversed by a Theme, moving under its own power or under the influence of a physical force. The Path may be described in various terms depending on whether it is bounded or not. If it is bounded, the Path may be identified by its Endpoints, which may be presented separately as Source and Goal.  For Earth, these perturbations slowly change the eccentricity of the planet's orbit around the Sun.  From the eyewitness accounts, as well as satellite data, videos and photos, Brown and his team have worked out the meteor's path through space.  Its period around Saturn is just under one Earth day, meaning that it really barrels along, to cover its 700,000 mile orbit in such a short time.",,
1 073,985,Path_shape,Area Direction Goal Path Path_shape Road Source Degree Depictive Distance Manner Means Place Purpose Result Speed Time,"The words in this frame describe the ""fictive"" motion of a stationary Road.  Some of the targets cast the scene primarily in terms of the Path_shape:  The long mountain road meandered through the woods.  Some of the words in this frame imply a Source or Goal which is expressed by a direct object:  The path entered the garden on the west side.  Other members of the frame refer to a Direction: Then the path bears a little to the right.  Yet others indicate a Path which requires mention of a landmark:  The otherwise arrow-straight highway veers north and skirts the lake.",,"gå.v, gågå hem.v, gågå ut.v, slingra.v"
1 079,986,People,Person Age Context_of_acquaintance Descriptor Ethnicity Origin Persistent_characteristic,"This frame contains general words for Individuals, i.e. humans. The Person is conceived of as independent of other specific individuals with whom they have relationships and independent of their participation in any particular activity. They may have an Age, Descriptor, Origin, Persistent_characteristic, or Ethnicity.   A man from Phoenix was shot yesterday.   She gave birth to a screaming babyyesterday.   I study 16-year-old female adolescents.   I am dating an African-American man.   She comforted the terrified child.   I always thought of him as a stupid man.",,"människa.n, folk.n, person.n, man.n, kvinna.n, målvakt.n, individ.n, karl.n, jävel.n, snubbe.n, huvudperson.n, själ.n, dam.n, clown.n, övermänniska.n, herre.n, fyr.n"
1 077,987,Pattern,Entities Descriptor Name,"This frame describes the interrelation of a collection of Entities; they may be physical entities or shapes in a recognizable configuration, a pattern of events, or a relation among abstract entities. The pattern is not the individual Entities nor the set of Entities, but an abstraction of their interrelations, as a gestalt.  The Cougers are playing in a Wing-T formation tonight. The auditors noticed a suspicious pattern of withdrawals from the maintenance account . The digits of irrational numbers do not repeat in any kind of pattern ",,mönster.n
1 081,988,People_by_age,Age Person Context_of_acquaintance Descriptor Ethnicity Origin Persistent_characteristic,"This frame contains words for individuals as viewed in terms of their age. The Person is conceived of as independent of other specific individuals with whom they have relationships and independent of their participation in any particular activity. They may have a Descriptor, Origin, Persistent_characteristic, or Ethnicity. A specific Age may sometimes be specified as well.",,"barn.n, vuxen.a, tjej.n, gubbe.n, ungdom.n, barnvänta barn:14.n, käring.n, grabb.n, åldring.n, kille.n, gosse.n, gumma.n, yngling.n, fyraåring.n, förskolebarn.n, överklassflicka.n, skolbarn.n, tonåring.n, flicka.n"
1 080,989,People_along_political_spectrum,Individual Age Descriptor Domain Ethnicity Origin Persistent_characteristic Place Position_qualifier,"An Individual belongs to a group that is categorized in terms of the political views on particular issues that the members of the group tend to share, in opposition to other groups that hold different beliefs on the issues. The views on particular issues that the Individual shares with the other members are assumed to result from general principles or beliefs rather than being accidental or temporary.  Leftists vow huge protests during inauguration",,"socialdemokrat.n, miljöpartist.n, socialist.n, liberal.a, kommunist.n"
1 085,990,People_by_jurisdiction,Person Age Authority Descriptor Ethnicity Jurisdiction Persistent_characteristic,"This frame contains words for individuals, i.e. humans, who are governed by virtue of being registered in a certain Jurisdiction. Alternatively, they may be conceptualized with respect to their governance by a political or religious Authority They may have an Age, Descriptor, Persistent_characteristic, or Ethnicity.",,medborgare.n
1 763,991,People_by_disease,Person Disease Age Body_part Descriptor Persistent_characteristic Residence Trigger,,,patient.n
1 764,992,People_by_morality_negative,Person Age Context_of_acquaintance Descriptor Ethnicity Field Origin Persistent_Characteristic,,,"gärningsman.n, brottsling.n, förrädare.n, egoist.n, hund.n, fuskare.n"
1 088,993,People_by_morality,Person Age Context_of_acquaintance Descriptor Ethnicity Field Origin Persistent_characteristic,"This frame contains general words for Individuals, i.e. humans, whose specific acts or general behavior is evaluated against standards of morality or rightness. The Person may have an Age, Descriptor, Origin, Persistent_characteristic, or Ethnicity.  Columbus: Was he a Hero or a Villain? There are endless disputes about this sort of thing, both in and out of the courts, because wrongdoers will say and do anything to avoid getting punished. There are endless disputes about this sort of thing, both in and out of the courts, because wrongdoers will say and do anything to avoid getting punished.",,
1 089,994,People_by_origin,Origin Person Age Context_of_acquaintance Descriptor Ethnicity Persistent_characteristic,"This frame contains words for individuals, i.e. humans, with respect to their Origin. The Origin is generally incorporated, but may occasionally be specified separately. The Person is conceived of as independent of other specific individuals with whom they have relationships and independent of their participation in any particular activity. They may have an Age, Descriptor, Persistent_characteristic, or Ethnicity. ",,"svensk.n, arab.n, sydamerikan.n, svenska.n, serb.n, assyrier.n, kines.n, fransman.n, japan.n, dansk.n, engelsman.n, armenier.n, stockholmare.n, amerikan.n, britt.n, italienare.n, israel.n, ryss.n, landsman.n, finländare.n, göteborgare.n, indian.n, nepales.n, indier.n, venezuelan.n, europé.n, australiensare.n, skotte.n, ungerska.n, polska.n, finlandssvensk.n, palestinier.n, cypriot.n, norrman.n, est.n, värmlänning.n, jude.n, tysk.n, amerikanare.n"
1 765,995,People_by_morality_positive,Person Age Context_of_acquaintance Descriptor Ethnicity Field Origin Persistent_Characteristic,,,"hjälte.n, frihetshjälte.n"
1 091,996,People_by_residence,Indicated_resident Known_resident Residents Age Descriptor Ethnicity Location Persistent_characteristic,"This frame contains words for individuals, i.e. humans, with respect to their proximity of residence. This relationship may be defined either symmetrically (as Residents) or asymmetrically (in terms of a Known_resident and a Indicated_resident). The Residents or the Indicated_resident may have an Age, Descriptor, Persistent_characteristic, or Ethnicity specified.    The dead included homeowner Todd Underfoot, 33, his wife Spring Back Underfoot, 32, their housemate, Luisa Life, 46, and two of the Underfoot's three children.  I have a Swedish roommate that translated for me! ",,granne.n
1 090,997,People_by_religion,Person Religion Age Descriptor Ethnicity Origin Persistent_characteristic,"This frame contains words for individuals, i.e. humans, with respect to their Religion. The Religion is generally incorporated, but with some lexical units it is specified separately.  The bells call the faithful to evensong DNI A 90-year-old Baptist claims to have seen God personally in his backyard.",,"katolik.n, hindu.n, kristen.a"
1 096,998,Perception,Perceiver Phenomenon Sought_entity,"A Perceiver perceives a Phenomenon. The general Perception frame is an inherited background to all frames that have to do with some sentient being responding to changes in the environment, independently of the sensory modalities. The inheriting frames may specify the modalities (see, hear, taste, smell), or may emphasize the experiences or acts of the perceiver (peek, eavesdrop), or the properties of the perceived phenomena (clank, rattle, thump).",,
1 095,999,People_by_vocation,Person Age Compensation Context_of_acquaintance Contract_basis Descriptor Employer Ethnicity Origin Persistent_characteristic Place_of_employment Rank Type,"This frame contains words for Individuals as viewed in terms of their vocation.   The Person is conceived of as independent of other specific individuals with whom they have relationships and independent of their participation in any particular activity. They may have a Descriptor, Origin, Persistent_characteristic, or Ethnicity. A specific Age may sometimes be specified as well.",,"pilot.n, konstapel.n, polisman.n, forskare.n, korrespondent.n, översättare.n, journalist.n, diakonissa.n, jordbrukare.n, fotograf.n, konstnär.n, författare.n, politiker.n, polis.n, reparatör.n, revisor.n, odlare.n, kommissarie.n, historiker.n, lärare.n, biskop.n, artikelförfattare.n, ordningspolis.n, kock.n, kypare.n, inspektör.n, pastor.n, tekniktekniker.n, professor.n, domare.n, designer.n, förare.n, antropolog.n, handlare.n, arbetare.n, chaufför.n, vakt.n, hantverkare.n, tjänsteman.n, repetitör.n, jurist.n, tjänare.n, kriminalinspektör.n, snickare.n, advokat.n, präst.n, ingenjör.n, skräddare.n, handelsman.n, lantbrukare.n, faderfar.n, kompositör.n, geograf.n, munk.n, herde.n, krigare.n, flygare.n, reporter.n"
1 098,1000,Perception_body,Body_part Experiencer Degree Manner Reason Subregion,"This frame contains words describing physical experiences that can affect virtually any part of the body. The body part affected is almost always mentioned with these words. It is typically expressed by the noun heading the external argument, and this noun is typically accompanied by a possessive determiner that refers to the possessor of the body part: My head hurts!.",,smärta.n
1 097,1001,Perception_active,Perceiver_agentive Phenomenon Body_part Direction Depictive Duration Expected_entity Ground Location_of_perceiver Manner Means Obscuring_medium Place Purpose State Time,"This frame contains perception words whose perceivers intentionally direct their attention to some entity or phenomenon in order to have a perceptual experience. For this reason we call the perceiver role in this frame Perceiver_agentive.   She gazed upon him fondly.  Comparing the Perception_active frame to the Perception_experience frame, we note that for some modalities there are different lexical items in each frame. For instance, whereas Perception_active contains the verb phrase look at, Perception_experience contains see. For other sense modalities, we find the same lexical item in both frames. To illustrate, consider the verb smell.  This first sentence exemplifies the Perception_active use of the verb smell:Smell this to see if it's fresh.CNI This second sentence exemplifies its Perception_experience sense: I smell something rotten.  ",,"snegla.v, se.v, titta.v, sese ut.v, kolla.v, smaka.v, betrakta.v, sese om.v, spana.v, lyssna.v, spionera.v, blicka.v, glo.v, sese till.v, stirra.v, iaktta.v, sese upp.v, tjuvlyssna.v, höra.v, sese framför sig.v, kika.v, känna.v, kännakänna sig.v"
1 100,1002,Performers,Person Age Compensation Context_of_acquaintance Contract_basis Descriptor Employer Ethnicity Origin Persistent_characteristic Place_of_employment Rank Type,"This frame contains words for Individuals as viewed in terms of their participation in artistic performances.   The Person is conceived of as independent of other specific individuals with whom they have relationships. They may have a Descriptor, Origin, Persistent_characteristic, or Ethnicity. A specific Age may sometimes be specified as well.",,"pianist.n, aktör.n, skådespelerska.n, sångerska.n, sångare.n, skådespelare.n, trubadur.n, musiker.n, artist.n, blåsare.n"
1 099,1003,Perception_experience,Body_part Perceiver_passive Phenomenon Circumstances Concessive Contrastive_context Degree Depictive Direction Duration Frequency Ground Location_of_perceiver Manner Means Obscuring_medium Place State Time,"This frame contains perception words whose Perceivers have perceptual experiences that they do not necessarily intend to. For this reason we call the Perceiver role Perceiver_passive. Comparing the Perception_experience frame to the Perception_active frame, we note that for some modalities there are different lexical items in each frame. For instance, whereas Perception_experience has see, Perception_active has look at. For other sense modalities, we find the same lexical items in both frames. To illustrate, consider the verb smell where I smell something rotten exemplifies its Perception_experience use and Smell this to see if it's fresh exemplifies its Perception_active sense. This frame also includes words which are not specific to any sense modality, including detect, perceive, perception, sense. ",,"skåda.v, se.v, känna.v, synas.v, notera.v, sese utse om.v, förnimma.v, sese ut.v, beskåda.v, kännakänna sig.v, kännakänna av.v, utseende.n, kännakänna till.v, smaka.v"
1 102,1004,Performing_arts,Audience Medium Performance Performer Personnel Score Script Type,"The Performers, together with behind the scenes Personnel, execute a Performance according to a Script and/or Score. The purpose of the Performance is to create an experience for an Audience, who then judge its merits. Performances may be in many different Mediums and be of various Types.  This frame is very elaborate in modern society and there are a number of traditions and practices typically (but not necessarily) related to Performances:  The Performance is preceded by many practice sessions in which the Performers and other Personnel attempt to improve the quality and/or fidelity of their individual and collective performances to the Script and/or Score.   The Audience members pay a fee to experience the Performance.  The Performers (and Personnel) receive payment for contributing to the Performance.  Often there are other individuals involved in the specifically financial aspects of the Performance and Performers.  Critics act as part of the Audience and then write reviews that evaluate the merits of the Performance, describing the Performance to other potential Audience members.  Due to the high quality of previous Performances, Performers can become famous, i.e. well known and liked. Those who like them particularly well become fans of the Performer. (Shared with writers...)",,"teater.n, pjäs.n, föreställning.n, tragedi.n, nummer.n, skådespel.n, revy.n"
1 019,1005,Needing,Cognizer Consequences Dependent Requirement Degree Place Time Circumstances Frequency Iteration Particular_iteration Explanation,"The speaker believes that some state of affairs or entity (the Requirement) must be present in order to cause some other dependent state of affairs to occur (the Dependent). In the typical case, the Cognizer desires the occurrence of the Dependent and so also desires the obtainment or occurrence of the Requirement.  I need one more bolt. DNI I need one more nail to finish building the cabinet. In order to complete the treaty, the United States will require several more diplomats. He needs everyone to leave his office to finish his work.",,
1 105,1006,Personal_relationship,Partner_1 Partner_2 Partners Degree Depictive Duration Manner Means Relationship Source_of_relationship,"The words in this frame have to do with people and the personal Relationships they are or can be a part of. Some of the words denote people engaged in a particular kind of Relationship, others denote the Relationship, yet others the events bringing about or ending the Relationships. Many of the words presuppose an understanding of states and events that must have occurred before another event takes place or before a person can be classified in a certain way.",,"vän.n, fiende.n, man.n, parett par:12.n, make.n, flirta.v, kompis.n, sambo.n, parett par:11.n, hustru.n, kollega.n, par.n, skolkamrat.n, parett par:7.n, arbetskamrat.n, kamratskap.n, parett par:3.n, fru.n, pojkvän.n, förhållande.n, parett par:10.n, kurtisera.v, förförare.n, prassla.v, parett par:21.n, parett par:23.n, parett par:4.n, förhållandei förhållande till:10.n"
1 766,1007,Permitting,Principle State_of_affairs Place Time Circumstances,"In this frame a State_of_affairs is permitted by a Principle. Raising constructions are common in this frame. In this frame the Principle which sanctions the State_of_affairs is not an agent who grants permission to a specific individual or group of individuals, and thus differs from the Grantor in the Grant_permission frame.    Children were not permitted in the office .   Code 1425 allows us to deduct interest payments.  No religion accepts discrimination against women.",,
1 106,1008,Personal_success,Endeavor Person Degree Reason Time,,,
335,1009,Closure,Agent Container_portal Containing_object Fastener Beneficiary Circumstances Degree Depictive Enclosed_region Instrument Manipulator Manner Means Place Result Time,"An Agent manipulates a Fastener to open or close a Containing_object (e.g. coat, jar). Sometimes an Enclosed_region or a Container_portal may be expressed. Since the Manipulator is syntactically omissible, many verbs in this frame incorporate the Fastener.  Mary closed her coat with a belt. Mary closed her coat with one hand. Mary buttoned her coat .",,"öppna.v, stänga.v, slutasluta avtal.v, stängastänga av.v, tillsluta.v, öppnaöppna upp.v, öppnaöppna dörren.v, öppnaöppna sig.v"
1 032,1010,Objective_influence,Dependent_entity Influencing_entity Influencing_situation Degree Dependent_situation Dependent_variable Influencing_variable Circumstances Manner Place Time,"An Influencing_variable, an Influencing_situation, or an Influencing_entity has an influence on a Dependent_entity, Dependent_variable, or a Dependent_situation.    More and more doctors realise that diet can influence disease.  Our subject is the body clock; how it influences our physiology and behaviour and how it interacts with the rhythms in our environment.  But it is more likely that a physical restraint influenced the swirling liquids.  It claimed, perhaps hollowly, that NT had yet to impact its business.  This kind of elementary boo-boo would certainly impact video speed.",,"klimatpåverkan.n, influera.v"
1 034,1011,Obscurity,Entity Degree Duration Place Time Circumstances Explanation Reason,"An Entity is obscure, unnotable, and in general little-known. In the case of an eventive Entity, lack of fame entails a large number of people not being aware of the event's occurence; in the case of a concrete Entity, including humans, lack of fame entails non-awareness of existence.  Geoffrey Rush was little known outside his native Australia when he soared to international prominence.",,okänd.a
1 033,1012,Obligation_scenario,Duty Responsible_party Consequence Degree Place Purpose Time Condition,"Under some, usually implicit, Condition a Duty needs to be fulfilled by a Responsible_party. If the Duty is not performed, there may be some undesirable social Consequence for the Responsible_party. This Consequence may or may not be stated overtly. ",,
1 036,1013,Obviousness,Attribute Degree Phenomenon Circumstances Direction Evidence Group Location_of_protagonist Particular_iteration Perceiver Time,"A Phenomenon is portrayed with respect to the Degree of likelihood that it will be perceived and known, given the (usually implicit) Evidence, Perceiver, and the Circumstances in which it is considered. For several of the LUs, such as visible, audible, etc., the type of the Evidence is fixed by the targets themselves being a perceptual experience.  It's abundantly obvious that we'll need to spend more time on public perception. Are you certain that the shovel was visible from the door of the apartment?  I think they miss some of the important impacts of the work that are not visible just from looking at the vote tally. That the defense will declare a mistrial regardless is quite evident from their consistent obstructionist tactics. In late July 2000 it was barely visible to the unaided eye.",,"uppenbar.a, uppenbar.adv, solklar.a"
1 767,1014,Observable_body_parts,Possessor Body_part Attachment Descriptor Orientational_location Subregion,,,"handta hand:15efter hand:16.n, kropp.n, ben.n, hand.n, hår.n, vingvinge.n, skinka.n, borstborste.n, läpp.n, ögonfrans.n, mun.n, huvud.n, navel.n, handför hand:5.n, axel.n, ansikte.n, mage.n, huve.n, öga.n, nagel.n, öra.n, arm.n, hals.n, tunga.n, tand.n, handhögra hand:6.n, halsskära halsen:2.n, man.n, kind.n, handta hand:3.n, svans.n, tass.n, handefter hand:6.n, hud.n, fotknöl.n, bombbomber.n, synfå syn:1.n, rygg.n, knä.n, handi första hand:1.n, handpå egen hand:38.n, finger.n, handhålla handen:20.n, bog.n, näve.n, haka.n, handi första hand:11.n, tumtumme.n, lem.n, skägg.n, handi första hand:7.n, horn.n, handi första hand:4.n, handi första hand:8.n, nacke.n, handi första hand:26.n, klo.n, handhandstill hands:2.n, fot.n, underläpp.n, buk.n, benpå benen:9.n, höft.n, handpå egen hand:15.n, lår.n, vrist.n, bröst.n, handefter hand:9.n, rynka.n, panna.n, näsa.n, handta hand:12.n, handta hand:33.n, hov.n, armpå rak arm:3.n"
1 038,1015,Offenses,Offense Perpetrator Victim Degree Punishment Specification,Words in this frame describe acts in violation of a legal code.,,"brott.n, bedrägeri.n, barnpornografi.n, brottbegå brott:3.n"
1 037,1016,Occupy_rank,Dimension Item Rank Comparison_set Time,This frame is about Items in the state of occupying a certain Rank within a hierarchy.  He ranks second in his class in mathematics.,,toppa.v
1 041,1017,Omen,Outcome Phenomenon_1 Phenomenon_2 Interested_party Strength Time Explanation Circumstances Explanation Circumstances,"One phenomenon, Phenomenon_1 is an indication of the current or future existence of another phenomenon, Phenomenon_2. There is no Cognizer present on the scene, in distinction to the Expectation frame where a Cognizer takes (the equivalent of) Phenomenon_1 as evidence for (the equivalent of) Phenomenon_2. Many words in this frame also allow a slightly different understanding, whereby Phenomenon_1 provides clues as to the good or bad Outcome of an expected Phenomenon_2. Instead of Phenomenon_2 an Interested_party that will be involved in the event or state that is Phenomenon_2 may be mentioned. In both construals, the two phenomena are asymmetrical and consequently they have no joint syntactic realization.   Such potential augurs  well for the 1990s  Its appearance was an  ill omen.  Cold-blooded words do not necessarily betoken a callous nature. I wish I could say my success bodes well for him.      ",,
1 039,1018,Offering,Offerer Potential_recipient Theme Manner Means Place Purpose Time Reason Circumstances Purpose_of_theme Depictive Period_of_iterations,"An Offerer indicates that he or she is able and willing to give a Theme to a Potential_recipient. In the absence of further qualifications, it is often understood that the Potential_recipient accepts the Theme.  The host graciously offered us food and drink.",,
1 052,1019,Ordinal_numbers,Basis_of_order Comparison_set Item Starting_point Type,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order. The former case usually involves a Starting_point for going through the set, while the latter involves a Basis_of_order, which is normally an event that the Item along with other members of its Comparison_set has participated in. Note that Item should be annotated on a second layer, except in cases when the noun structure the ordinal participates in is predicative.  The first car from the left is a Magosix. The first car from the left is a Magosix. Barney was only the second Asian student at my college. Felix was the first of my cats to realize that human food was tastier. Felix was the first of my cats to realize that human food was tastier.",,"andra.a, andraå andra sidan:10.a, andraå andra sidan:15.a, andraå andra sidan:1.a, andraför det andra:15.a, andraför det andra:1.a"
1 043,1020,Openness,Barrier Theme Useful_location Degree Time,"A Useful_location is accessible to some (possibly generic) Theme despite a potential Barrier, or is not accessible because of the Barrier.",,"öppenlämna dörren öppen:17.a, tillgänglig.a, öppen.adv, öppen.a, öppenöppen vård.a, öppenhålla ögonen öppna:11.a"
1 055,1021,Origin,Entity Origin,"An Entity began its existence in the context of a Origin, which can be a place, culture, text etc.  The Christian origin of this quote is from Isaiah 22.  Dinosaurs originated from Antarctica?  ",,"hebreisk.a, svensk.a, nordisk.a, utländsk.a, arabisk.a, kinesisk.a, tibetansk.a, brittisk.a, storsvensk.a, sovjetisk.a, syrisk.a, åländsk.a, palestinsk.a, spansk.a, vietnamesisk.a, thailändsk.a, afghansk.a, härröra.v, estnisk.a, israelisk.a, evangelisk.a, portugisisk.a, europeisk.a, rumänsk.a, amerikansk.a, somalisk.a, japansk.a, grekisk.a, australisk.a, västerländsk.a, härkomst.n, parisisk.a, västsvensk.a, dansk.a, australiensisk.a, gregoriansk.a, latinsk.a, fransk.a, europeiskEuropeiska unionen.a, österrikisk.a, blågul.a, italiensk.a, makedonisk.a, kanadensisk.a, sydamerikansk.a, sydafrikansk.a"
1 053,1022,Organization,Members Organiztion Container_possessor Descriptor Name Period_of_existence Place Purpose,"This frame describes intentionally formed human social groups (here termed Organizations) with some definite structure and Members. They may be relatively informal, consisting only of a group of individuals who are aware of who is and who is not a fellow member, or they may be complex and long-lasting, such as the Roman Catholic Church or the Conservative Party.   ",,"kommunstyrelse.n, frivilligorganisation.n, organisation.n, råd.n, atomenergiorgan.n, nattklubb.n, kommitté.n, rådha råd:7.n, klubb.n, organ.n, rådha råd:23.n, supporterklubb.n, rådha råd:8.n, valbyrå.n, ministerråd.n, nämnd.n, nyhetsbyrå.n, samfund.n, hyresnämnd.n"
1 057,1023,Out_of_existence,Entity Duration Place Time Cause Circumstances Manner Place Role,An Entity has ceased to exist.  Theses termites are history.  Hillary is toast after Texas and Ohio.  They are gone because you killed them all.,,
1 768,1024,Musical_instruments,Sound_maker Creator Ground Material Name Time_of_creation Type Use,,,"piano.n, trumma.n, blåsinstrument.n, gitarr.n, kornett.n, flöjt.n, lyra.n"
1 061,1025,Part_edge,Part Whole Orientation Part_prop,This describes a part_whole relationship where the Part provides the boundary between the Whole and what is not that object. The Part can exist along a continuum of width. It can be modified by an Orientation that specifies the particular portion of the edge of a Part_prop which describes a property of the Part.   We came to the southern edge  of the town  .,,"hörn.n, kant.n, ytterkant.n, dikesren.n, utkant.n"
1 059,1026,Pardon,Authority Offender Offense Manner Means Place Purpose Reason Time,"An Authority excuses an Offense that an Offender has committed, with the effect of ending or preventing any punishment.     President Ford pardoned her after it came to light she was being held in Japan as an ""enemy alien"" and was secretly working to subvert the broadcasts DNI    President John Quincy Adams granted them a pardon and remission of the fine. DNI ",,
1 063,1027,Part_ordered_segments,Ordinality Part Whole Part_prop,In this frame a Part is part of a larger Whole comprised of parts that are ordered. The Part can be modified by the Part_prop or the number of the part can be given by Ordinality. I sat through the first interminable act  of the play  .   Tess finished a  dissertation chapter .,,"led.n, kap..n, nivå.n, parti.n, plan.n, skikt.n, avsnitt.n, set.n"
1 062,1028,Part_inner_outer,Part Whole Part_Prop,"This frame concerns Parts of objects that are defined relative to the center or edge of the object. The Part is a part of the Whole and the Part_Prop describes a property of the Part.She discarded the exterior of the walnut. She preferred a sparse church interior . . In cases where the Target is an adjective, it has a special relationship with the noun that it modifies such that a phrase which is a syntactic argument of the noun is semantically available to fill the argument structure of the adjective, as in ""the outside row of the class""The inner shelf of the bookcase was lying on the floor.",,"inre.a, ytapå ytan:8.n, utomhus.adv, yta.n, kapsel.n, ytaunder ytan:12.n, bark.n"
1 065,1029,Part_piece,Piece Substance Piece_prop,"This frame is concerned with transparent nouns denoting a Piece of a Substance. Also present is Piece_prop which is a property of the Piece, e.g. relating to its size.  Kim ate a tiny morsel of cake .  ",,"del.n, delen del:20.n, delen del:1.n, bit.n, delen del:6.n, delen del:25.n, delen del:5.n, delen del:10.n, delen del:4.n, delen del:22.n, delen del:2.n, deltill stor del:12.n, deltill största delen:3.n, delen del:15.n, delen del:28.n, delen del:32.n, delen del:3.n, deltill största delen:9.n, klump.n, deltill övervägande del:4.n, deltill stor del:14.n, fragment.n, delen del:18.n, delen del:11.n, delen del:8.n, delen del:17.n"
1 064,1030,Part_orientational,Part Whole Part_Prop,"In this frame, there is a Part of a Whole in which the Part is defined with respect to the canonical or inherent orientation of the Whole. In cases where the Target is an adjective, it has a special relationship with the noun that it modifies such that a phrase which is a syntactic argument of the noun is semantically available to fill the argument structure of the adjective, as in   the front row of the class   The top shelf of the bookcase was lying on the floor.  The bottom was missing.  My left hand was numb.  He rested on the clifftop   ",,"topppå topp:8.n, sida.n, sidavid sidan av:5.n, topp.n, ände.n, topppå topp:18.n, västra.a, sidasida vid sida.n, sidasida vid sida:8.n, södra.a, utsida.n, sidaå ena sidan:1.n, sidaå andra sidan:1.n, insida.n, sidavid sidan av:23.n, sidavid sidan av:17.n, norra.a, sidavid sidan av:15.n, topppå topp:5.n, östra.a, sidavid sidan av:13.n, vänster.a, sidavid sidan om:17.n, sidavid sidan av:19.n, krön.n, mitt.n, ostskalk.n, centrum.n"
1 067,1031,Partiality,Decision_maker Dispute Expressor Manifestation_of_bias Side_1 Side_2 Sides Judge Degree Domain Explanation Manner Time,"This frame has to do with the bias or lack of bias of a Judge making an assessment concerning two or more Sides. The Sides may stand opposed to each other in a dispute or be alternatives in a situation of choice. The Domain in which the Judge is partial or impartial may be expressed as well as the Degree of bias or lack thereof. In sentences in this frame one may also find expressions of Manifestation_of_bias, i.e. expressions that tell us how the Judge's bias is realized.",,"föredra.v, ensidig.a"
1 066,1032,Part_whole,Part Whole Label Orientation Part_prop System Part_Prop,"This frame is concerned with nouns denoting a part or parts of a Whole entity . The Part is not defined relative to the Whole's orientation, center, or edge and is not ordered. We also annotate properties of the Part, e.g. relating to its size.Kim forgot a large part of the story.Abby ate only the top half of the cake.",,"merpart.n, hälft.n, kvart.n, femtedel.n, halv.a, tredjedel.n, hälfttill hälften:14.n, halv.adv"
1 069,1033,Partitive,Group Subset,"A Subset is profiled against the Group it belongs to. The Subset may consist of a single member. Frequently, the Group is actually a generic sample of a full population, and the Subset is representative of the relative proportion.  Of all scenes that evoke rural England, this is one of the loveliest.   As of 5:30 p.m. Moscow time, 23 out of 46 miners stranded in the Zapadnaya-Kapitalnaya mine have been rescued  1.5 out of 10 respondents preferred Shrub over Ferry  ",,
1 068,1034,Participation,Event Institution Participant_1 Participant_2 Participants Degree_of_involvement Duration Manner Means Place Purpose Time,"An Event with multiple Participants takes place. It can be presented either symmetrically with Participants or asymmetrically, giving Participant_1 greater prominence over Participant_2. If the Event is engaged in intentionally, then there is typically a shared Purpose between the Participants. It is, however, possible that an expressed Purpose only applies to Participant_1.   MATAC looks forward to your participation in helping promote telework in the Mid-Atlantic region.   FOAP provides participants with comprehensive clerical skills. DNI  FOAP provides participants with comprehensive clerical skills.    Our eight-year-old son was recently  peripherally involved in an incident which resulted in him being threatened with the strap.  A New York press agent must scramble when his major client becomes embroiled in a huge scandal.  In his time as a first-team all-league player, Rife was in on 86 solo tackles.",,"medverka.v, delta.v, deltagande.n"
1 071,1035,Passing,Agent Area Initial_State Path Recipient Result Source Theme Distance Instrument Manner Means Place Time Depictive Explanation,"An Agent physically transfers a Theme to a Recipient. The Agent is not under control of the Theme's motion after the initial input of energy.   Compare with Bringing and Sending. In the former, the Carrier is in constant control (even physical contact) with the Theme. In the latter, the Sender plans the motion of the Theme and places it in circumstances such that it travels along the specified path (or to the specified goal), but under the power of a separate individual.",,"överlämna.v, lämna.v"
1 126,1036,Popularity,Evaluee Degree Judge Place Time,"An Evaluee, which can be a person or an object, has an amount of acceptability or utilization based on general (often non-aesthetic) desirability. The Judge who determines the Evaluee's desirability may be mentioned.  Frank Sinatra is cool again. Web 2.0 is so in right now.",,"populär.a, folklig.a"
309,1037,Change_of_phase,Undergoer Circumstances Degree Initial_state Manner Place Result Speed Subregion Time,"In this frame an Undergoer undergoes a change of phase. Note that this frame contrasts with Change_of_consistency in that this frame describes a change of an Undergoer between different phases (i.e. solid to liquid or frozen to ""unfrozen"").  The water froze. The rock solidifies from its molten state. The lake froze solid. The lake froze into ice. The lake froze to depths of 30 feet. ",,"dunsta.v, smälta.v, förfrysa.v"
