FrameId,FrameName,SpanishLexicalUnits,PortugueseLexicalUnits,FrenchLexicalUnits,EnglishLexicalUnits,FrameElements,Definition,LinkToBFN,Link,MatchEvaluation,FrameRelation
1044,Thermodynamic_phase,,,,"phase.n
state.n","Matter
Phase","This frame describes the attributes of a thermodynamic Phase of Matter.
The molten stateof the lava.",Thermodynamic_phase,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1044,ExactMatch,
1558,Threatening,,,,,"Threat
Threatened
Threatener",,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1558,NoMatch,
797,Thriving,,"crescer.v
próspero.a","florir.v
prospérer.v","do.v
fare.v
flourish.v
languish.v
live.v
prosper.v
prosperity.n
slump.n
thrive.v
unlivable.a","Desirability
Entity","An Entity is in a state such that it participates in a preponderance of states and events which are desirable for it. For living entities, this may entail a proliferation of instances of the entity, or of desirable properties associated with the (single) entity. For non-living entities (economies, political locales, academic topics, etc.), this entails a proliferation of instances, or of activities that lead to instances, or any attribute that would prevent the entity from disappearing. This state is conceived of as temporary, or at least contingent on a number of changeable factors. Words expressing the opposite state, i.e., a lack of such positive activity, are also in this frame.
In the 1920s|tim the peach industry|ent flourished in Upson County|pla.
Construction companies|ent thrive on public projects|cir.",Thriving,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/797,ExactMatch,
422,Thwarting,,,,"counter.v
derail.v
foil.v
forestall.v
frustrate.v
hamstring.v
preclude.v
prevent.v
stop.v
stymie.v
thwart.v","Action
Preventing_cause
Protagonist","In this frame a Preventing_cause interferes with the ability of a Protagonist to complete an intended Action. The Protagonist may not be mentioned in the sentence, in which case the Action is an endeavor that an individual or group of individuals hopes to accomplish. In this frame it is necessary that the Protagonist is unable to successfully complete the Action.
Noriega's troops foiled a coup attempt.
He prevented her from running away.
He was foiled in his attempt to overthrow the government.",Thwarting,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/422,ExactMatch,
1004,Time_period_of_action,,"demorado.a
demorar.v
dia a dia.adv
dia a dia.n",fixement.adv,window.n,"Action
Agent
Duration","LUs in this frame denote a period of time in which an Action is possible or required. The Duration of this time period can be either exact or inexact. An Agent who performs the Action may also be mentioned.
Allow a three-day window for delivery. DNI",Time_period_of_action,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1004,ExactMatch,
1568,Time_relation,,,,,"Entity_1
Entity_2",,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1568,NoMatch,
349,Time_vector,,"a partir de.prep
a propósito.adv
a.a
abaixar.v
abaixo.adv
ainda.adv
antar.v
ante.adv
anteriormente.adv
antes.adv
ao.ccon
apo.a
apor.v
após.adv
após.prep
ás.a
assim por diante.c
assim.scon
até.prep
atrás.adv
daqui a pouco.adv
daqui.adv
dar.v
de repente.adv
de.adv
depois.adv
desde.prep
em seguida.adv
enfim.adv
eventualmente.adv
finalmente.adv
já.adv
logo.adv
na hora.adv
o.adv
por último.adv
posterior.a
prévio.a
","avant.prep
avant.prep
déjà.adv
encore.adv
finalement.adv
finalement.adv
no final.adv","after.prep
afterward.adv
afterwards.adv
ago.idio
already.adv
ante.prep
before long.adv
before.adv
before.prep
beforehand.adv
down the road.adv
eventually.adv
fifteen.n
finally.adv
following.prep
former.a
formerly.adv
from.prep
hence.prep
in time.adv
just.adv
later.adv
point.n
post.prep
pre.prep
previous.a
previously.adv
prior.adv
right away.adv
since.adv
since.prep
soon.adv
sooner rather than later.adv
then.a
thereafter.adv
through.prep
until.prep
yet.adv","Direction
Distance
Event
Landmark_event","An Event is identified as occurring at a particular Distance and in a particular Direction from a Landmark_event. The lexical units incorporate the Direction and, in some cases, the Landmark_event.
This frame builds on the Direction frame, further specifying the Domain as Time.
This frame will receive some of the lexical units currently found in Relative_time.
Tell me that a week [from|Direction] now.
Some twelve months [after|Direction] I had graduated, I had my first job interview",Time_vector,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/349,ExactMatch,
954,Timespan,,"7.num
adequado.a
adequar.v
agora.adv
anoitar.v
anoitecer.v
atrasar.v
demora.n
dia a dia.n
dia.n
duração.n
durante.prep
hora.n
horário.a
horário.n
manhã.n
matinal.a
mês.n
momento.n
retrasar.v
semana.n
tempo.n
turno.n
vida.n
",espace.n,"day.n
forever.adv
immediately.c
life.n
moment.n
time.n","Duration
State","The words in this frame describe a period of time, as opposed to a point in time.
The best time of year for planting tends to be fairly regular.
",Timespan,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/954,ExactMatch,
1186,Timetable,,"agendamento.n
programação.n
roteiro.n",,"agenda.n
itinerary.n
schedule.n
timetable.n","Cognizer
Events
Timetable","A Timetable of Events is a mental object deliberately created, modified or kept by a Cognizer. The Timetable is often modified by an adjective depicting a Period_of_iterations or a dependent noun expressing the Events of the Timetable.
Note that this frame does not include the physical representation of a timetable.
As of now this frame does not have an inheritance relationship, but in the future a *Mental_object frame will be developed from which Timetable will inherit.
Changes to an employee's|Cog work [schedule|tt|Target] should generally be approved prior to the change actually occuring.
The science students|Cog had very full [timetables|tt|Target]; these consisted mainly of lectures, with some lab sessions and problem classes or tutorials.
",Timetable,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1186,ExactMatch,
945,Tolerating,,,tolérer.v,"bear.v
endure.v
stand.v
tolerant.a
tolerate.v
toleration.n","Content
Event
Experiencer
State
Topic","The words in this frame describe an Experiencer's feelings of tolerating with respect to some Content. An Explanation for the toleration may also be expressed. Although the Content may refer to an actual, current state of affairs, quite often it refers to a general situation which causes the emotion.
He could not tolerate the smell of coconut .",Tolerating,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/945,ExactMatch,
1145,Tool_purpose,,"doméstico.a
função.n
indicado.a
indicar.v
recomendado.a
recomendar.v
uso.n",,"function.n
use.n","Purpose
Tool","A living entity intends a Tool to be able to fulfill a generic Purpose. The material from which the tool is created can be something natural or something manmade, including another tool.
The use of a saw is to cut down trees.",Tool_purpose,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1145,ExactMatch,
343,Topic,,"a respeito de.prep
abordar.v
assunto.n
detalhe.n
em relação a.c
ponto.n
sobre.prep
tema.n
tópico.n
","discuter.v
point.n
sujet.n
thème.n","about.prep
address.v
concern.v
concerning.prep
cover.v
discuss.v
dwell (on).v
on.prep
point.n
refer.v
regard.n
regard.v
regarding.prep
subject.n
theme.n
topic.n
treat.v","Communicator
Text
Topic","A stretch of linguistic discourse or a Text that a Communicator produces has a Topic that it is about.
Chapter 5 discusses the issue of transubstantiation.
Smither's essay is about plane spotting.
Ostrovsky addresses monetary policy in Chapter 5.
This book is mostly about particle physics.",Topic,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/343,ExactMatch,
849,Touring ,"acampar.v
apreciar.v
aprovechar.v
conocer.v
disfrutar.v
hacer turismo.v
paisaje.n
pasajero.n
recibir.v
tour.n
turismo ferroviario.n
turismo gastronómico.n
turismo.n
turista.n
turístico.a
ver.v
visita.n
visitante.n
visitar.v
vista.n","acampar.v
apreciar.v
aproveitar.v
conhecer.v
curtir.v
desfrutar.v
fazer turismo.v
paisagem.n
receber.v
tour.n
turismo ferroviário.n
turismo gastronômico.n
turismo.n
turístico.a
ver.v
visita.n
visitação.n
visitar.v
vista.n
visual.n
",,"appreciate.v
camp.v
check out.v
do.v
enjoy.v
gastronomic tourism.n
know.v
landscape.n
like.v
passenger.n
railway tourism.n
receive.v
see.v
sight seer.n
sight-see.v
sight.n
sights.n
spend time.v
stop.v
tour.n
tour.v
tourism.n
tourist.n
touristic.a
view.n
visit.n
visit.v
visitation.n
welcome.v","Attraction
Place
Tourist","A Tourist experiences an Attraction, a location with a unique history or other societally recognized individual character, with the goal of seeing and learning about it. Typically, the Attraction has a source of information about the Attraction--a guide, pamphlets, or displays.
We toured the Grand Canyon.",Touring ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/849,ExactMatch,
1228,Tourism_scenario ,turismo.n,turismo.n,"tourisme.n
","sightseeing.n
tourism.n
touristry.n
travel industry.n","Attraction
Place
Tourist
","It represents in a general way the essential human activity in which the main actor is a Tourist who is interested in visiting or enjoying either an Attraction or a Place. Different reasons may lead to tourism such as entertainment, business, events and education.

",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1228,NoMatch,
1226,Tourism_scenario_departure ,"dejar.v
ida.n
irse.v
partida.n
partir.v
salida.n
salir.v","ida.n
ir embora.v
partida.n
partir.v
sair.v",,"depart.v
departure.n
go away.v
going away.n
going.n
leave.v
leaving.n
parting.n","Means_of_transportation
Origin
Tourist","The Tourist leaves an Origin with the aim of arriving at her Destination, that is, generally, the place where she resides. To make it happen, it is necessary that the Tourist ends her stay at the Origin.",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1226,NoMatch,
1227,Tourism_scenario_preparation,,,,,"Tourist
Touristic_Activity","The Tourist wants to know more about the region where the touring will happen. Different information is searched, as the local attractions, cuisine, health insurance, documentation need, weather forecasts, transit and security. Besides, ticket purchases, hotel booking or even travel packages can be chosen, including both the traveling and lodging options. These issues can be regarded as the planning of the Touristic_Activity.",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1227,NoMatch,
1225,Tourism_scenario_stay ,"albergar.v
estadía.n
estancia.n
estar.v","estada.n
estadia.n
estar.v",,"stay.n
stay.v
visit.n","Attraction
Place
Tourist","Many reasons make the Tourist have a touristic experience during the stay at a Place: attractions, events, religion, business, studying, adventure, etc. During the period of stay, these motivations are achieved. The Tourist has interests in other activities, besides the ones which motivated the trip. These activities, generally, are projected in attraction and/or places that are recognized by humanity to have historical or cultural importance, natural and/or artificial resources.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1225,NoMatch,
1259,Tourist_activities,"actividad.n
artesanato.n
bañar.v
billar.n
capoeira.n
frevo.n
jugar.v
patinar.v
pintura.n
surfear.v
tirolesa.n
tree climbing.n
trepa árbol.n","artesanato.n
arvorismo.n
banhar.v
brincar.v
capoeira.n
frevo.n
patinar.v
pintura.n
sinuca.n
surfar.v
tirolesa.n
",,"activity.n
artistic handcraft.n
bathe.v
capoeira.n
frevo.n
painting.n
play.v
pool.n
skate.v
snooker.n
surf.v
tree climbling.n
zip wire.n","Tourist
Activity","While visiting attractions or touristic places, the Tourist may engage in leisure Activitys, such as going out to eat, dance or buy souvenirs.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1259,NoMatch,
1278,Tourist_departure_locality,"check-in.n
embarcar.v
embarque.n","check-in.n
embarcar.v
embarque.n
",,"airline boarding.n
airplane boarding.n
board.v
boarding.n
check-in.n
embarkation.n
embarkment.n","Means_of_transportation
Source
Tourist","Having completed the period of stay at a touristic place, the Tourist travels to another Destination, which may be her home.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1278,NoMatch,
1424,Tourist_departure_lodging ,"facturación.n
salida.n","check-out.n
saída.n",,"check-out.n
departure.n","Lodging
Means_of_transportation
Tourist
","The Tourist terminates the contract or agreement established with theLodging before departing from the locality using a Means_of_transportation.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1424,NoMatch,
1222,Tourist_potential,"albergar.v
concentrar.v
encontrar.v
existir.v
haber.v
poseer.v
potencial turístico.n
tener.v","abrigar.v
concentrar.v
encontrar.v
existir.v
haver.v
possuir.v
potencial turístico.n
ter.v",,"concentrate.v
exist.v
have.v
house.v
own.v
there be.v","Attraction
Place","A given Place houses an Attraction. Usually, the Attraction is either a natural or artificial feature with historical or cultural value, which attracts people to the Place so as to explore its potential.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1222,NoMatch,
1210,Tourist_service_buy,"comprar.v
contratar.v","comprar.v
contratar.v",,"buy.v
hire.v
purchase.v","Tourist
Tourist_service","This scene describes, from the perspective of the tourist, a basic commercial transaction involving a tourist and an operator exchanging money and services.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1210,NoMatch,
1215,Tourist_service_collect,cobrar.v,cobrar.v,,charge.v,"Money
Operator
Rate
Tourist
Tourist_service","Scene in which the operator comes to have the money.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1215,NoMatch,
1213,Tourist_service_pay,"pagar.v
pago.n","pagamento.n
pagar.v",,"pay.v
payment.n","Money
Operator
Rate
Tourist
Tourist_service",Scene in which the tourist pays the operator for the services.,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1213,NoMatch,
1263,Tourist_service_reserve,"reserva.n
reservar.v","reserva.n
reservar.v",,"book.v
booking.n
reservation.n
reserve.v","Tourist
Tourist_service","The Tourist makes the reservations necessary for planning the touristic activities.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1263,NoMatch,
1211,Tourist_service_sell,"agencia.n
ofrecer.v
operador turístico.n
operador.n
poner a disposición.v
proporcionar.v
tener.v
vender.v","agência.n
disponibilizar.v
oferecer.v
operador.n
proporcionar.v
ter.v
vender.v",,"agency.n
have.v
make available.v
offer.v
operator.n
provide.v
sell.v
tour operator.n","Operator
Tourist
Tourist_service","This scene describes, from the perspective of the operator, a basic commercial transaction involving a tourist and an operator exchanging money and services.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1211,NoMatch,
1212,Tourist_service_transaction,,,,,"Money
Operator
Tourist
Tourist_service",This scene organizes the knowledge about the acquisition and offer of touristic services.,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1212,NoMatch,
1255,Touristic_service,"almuerzo.n
cena.n
city tour.n
comida.n
desayuno.n
disponer.v
media pensión.n
merienda.n
paquete de viaje.n
pensión completa.n
servicio.n
traslado.n","almoço.n
café da manhã.n
city tour.n
dispor.v
jantar.n
lanche.n
meia pensão.n
pacote turístico.n
pacote.n
pensão completa.n
petit-déjeuner.N
refeição.n
serviço.n
traslado.n
",,"breakfast.n
city tour.n
dejeuner.n
dinner.n
enjoy the use of.v
evening meal.n
full board.n
half board.n
have.v
lunch.n
luncheon.n
meal.n
package.n
petit dejeuner.n
repast.n
service.n
snack.n
supper.n
tea.n
tour package.n
transfer.n","Establishment
Tourist_service","An Operator provides Services, such as accommodation and meals, to the tourist.
",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1255,NoMatch,
563,Toxic_substance,,"carrapaticida.n
chumbinho.n
inseticida.n
naftalina.n
querosene.n
raticida.n
soda cáustica.n
toxicar.v
toxicidade.n
tóxico.a
veneno de barata.n
veneno de rato.n
veneno.n
",,"poison.n
poisonous.a
toxic.a
toxin.n
venom.n
venomous.a","Toxic_substance
Toxin_source
Victim","A Toxic_substance causes death or harm when introduced into or absorbed by a living organism, the Victim. The Toxic_substance may be specified to be produced by or contained in a Toxin_source. The Toxic_substance may affect the Victim as a whole or a particular Body_part (understood here to include organs and other sub-systems). A Degree of harmfulness can be specified and the Toxic_substance may develop its effect only under particular Circumstances.
The main product , sulphide , is toxic to cells
They are better tolerated and are less toxic in overdose|con
The reason he was close to danger was because an extremely poisonous beetle|toxs was crawling down his shoulder.
Ingested gliadin and PT-gliadin|tox are toxic to coeliac patients|vic.",Toxic_substance,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/563,ExactMatch,
1431,Toys,,"balanço.n
bola.n",,doll.n,Toy,"A Toy is made or modified by a human being or a company to entertain children or make them develop new skills. A Toy has a certain kind of Use. Various properties of the Toy may be specified, such as its Creator, Time_of_creation, Name, Type, Origin, Description and the Material of which it is composed.",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1431,NoMatch,
1489,Trafficking,,"traficar.v
tráfico.n",,,"Goods
Perpetrator",,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1489,NoMatch,
160,Transfer,,"devolver.v
devolvido.a
passar.v
repassar.v
transferir.v",,"transfer.n
transfer.v","Donor
Recipient
Theme
Transferors","This frame involves a Donor transferring a Theme to a Recipient.
I transferred $20 to his account.",Transfer,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/160,ExactMatch,
585,Transfer_scenario,,,,,"Donor
Recipient
Theme
Transferors","In this scenario, the Theme begins in the possession of the Donor and ends up in the possession of the Recipient. Alternatively, these two participants may be jointly construed as Transferors.
",Transfer_scenario,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/585,ExactMatch,
1400,Transition_to_a_quality,,ficar.v,,go.v,"Entity
Final_quality","An Entity ends up with a particular new Final_quality.
The milk has gone sour already .
There is only one lexical unit, go.v, that evokes this frame directly in English, and it combines only with a limited set of Final_quality types, such as undesirability (bad, sour), insanity (crazy), inability (limp), or posture (prone). However, the frame itself is intended to cover situations with arbitrary Final_quality types. As such, frames describing simple state change should inherit from this frame, incorporating the Final_quality FE as part of the background meaning of the frame.
",Transition_to_a_quality,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1400,ExactMatch,
1401,Transition_to_a_situation ,,"ficar.v
vir.v",,come.v,"Entity
Final_situation","An Entity ends up in a Final_situation.
I have come to appreciate good coffee .
We have come to expect three meals a day .
When the history of our times comes to be written , They Organized Themselves to Death will be the only possible epitaph .
This frame should be compared to the more general Transition_to_a_state, which also includes changes to a Final_category and a Final_quality.
This frame should be compared to Process_start and Activity_start. Unlike Process_start's Process FE and Activity_start's Activity FE, the Final_situation need not be conceived of as an ongoing event. Also, there is no emphasis on the temporal profiling in Transition_to_a_situation other than the before (where the Final_situation is not true) to the after (where the Final_situation is true).
",Transition_to_a_situation ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1401,ExactMatch,
1402,Transition_to_a_state,,"apodrecer.v
crescer.v
ficar.v
vir.v",,"come out.v
end up.v
get.v
grow.v","Entity
Final_quality","An Entity ends up in a Final_category, Final_situation, or Final_quality which it was not in before. Some members of the frame (e.g. grow.v) tend to emphasize a gradual change, while most members of the frame do not indicate whether a change is gradual or not.
Why I became an Emacs user|Final_category
I|ent left the ministry and became an atheist|Final_category.
Surprisingly, various veteran organizations also turned vehemently antiwar.
Over the years|Transitional_period she|ent grew to hate him.
This frame should be compared to Undergo_change. Undergo_change is different in that it much more emphasizes the difference between the pre- and post-states of the Entity. This shows up both in Undergo_change's increased occurrence with Initial_category and Initial_state (change from red to blue) and in its increased occurrence with Final_category (changed into a toad) rather than Final_situation or Final_quality (?changed to red vs. got/turned red). In addition, when Undergo_change occurs with the Final_category frame element, it presents a deep difference between the Initial_category and the Final_category, so that it is humorous to say 'she turned into a Republican', because it presents this as a fundamental change of identity.
Compare the previous sentence to 'she became a Republican', which is quite normal (albeit in a different frame). In a less humorous example, someone can 'turn into a Mac user', strongly implying that they no longer use their former operating system, while if they 'become a Mac user', the meaning is either as a replacement of other OS-s or potentially as an addition to the use of other OS-s.
",Transition_to_a_state,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1402,ExactMatch,
6,Transitive_action ,,"liberar.v
retardado.a
retardar.v",,,"Agent
Patient
Cause
Event","This frame characterizes, at a very abstract level, an Agent or Cause affecting a Patient. This frame is inherited by many lower-level frames.
",Transitive_action ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/6,ExactMatch,
750,Translating ,"traducción.n
traducir.v",traduzido.a,,"translate.v
translate.v
translation.n","Cognizer
Content
Source_representation
Source_symbol
Target_representation
Target_symbol","A Cognizer produces a Target_symbol which represents, in the Target_representation format, a Content that pre-exists in the form of a Source_symbol in a Source_representation format.
This word is sometimes translated as ` girl '. CNI
They all wore symbolic black clothes over bright yellow T-shirts and all spoke in Welsh, their statements being translated into English afterwards. CNI
His texts were translated from French into Scots by Carl Gronau.
Perhaps when Irish monks spoke in Latin about lionn, meaning ale, they translated the word literally from Irish into Latin as biber, 'drink'.
Each of the ten Greek nouns below can be accurately translated by using just one English word|Mns. CNI|Cog.",Translating ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/750,ExactMatch,
1231,Transportation ,"aéreo.a
aeropuerto regional.n
aeropuerto.n
agencia de alquiler de coches.n
agencia de excursiones en helicóptero.n
agencia de viajes.n
aparcamiento.n
bicicletería.n
billete.n
estación de autobús.n
estación de metropolitano.n
estación.n
itinerario.n
línea.n
parada de autobús.n
parada de taxi.n
parada.n
paradero.n
pasaje.n
puerto deportivo.n
puerto.n
punto.n
ruta.n
servicio de transporte.n
terminal de autobuses.n
terminal.n
tráfico.n
transporte público.n
transporte.n
vial.a
vuelo.n","aéreo.a
aeroporto regional.n
aeroporto.n
agência de aluguel de carros.n
agência de viagens de helicóptero.n
bicicletaria.n
cadeira de rodas.n
estação de metrô.n
estação.n
estacionamento.n
itinerário.n
linha.n
locadora de veículos.n
marina.n
parada.n
passagem.n
ponto de ônibus.n
ponto de táxi.n
ponto.n
porto.n
rodoviária.n
rodoviário.a
rota.n
serviço de transporte.n
trânsito.n
transporte público.n
transporte.n
voo.n
",,"aerial.a
airport.n
bicycle repair shop.n
bus shelters.n
bus stance.n
bus station.n
bus stop.n
bus terminal.n
car hire agency.n
car rental agency.n
conveyance.n
flight.n
harbor.n
harbour.n
helicopter tour agency.n
itinerary.n
line.n
marina.n
natural port.n
parking lot.n
port.n
public transport.n
public utility vehicles.n
regional airport.n
road.a
route.n
station.n
stop.n
subway station.n
taxi rank.n
taxistand.n
terminus.n
ticket.n
traffic.n
transit.n
transport.n
transportation escort service.n
transportation service.n
transportation system.n
transportation.n
transporting.n",Transit,"This scene refers to Transit services and buildings a given Place provides to Tourists.

",?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1231,NoMatch,
1096,Transportation_status,,,,"mounted.a
on board.a
on foot.adv",Rider,"A Rider is being transported in a Vehicle, or is moving on foot.
Mounted police officers|rid are a common sight in this village.
You mean to say they|rid are on foot?",Transportation_status,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1096,ExactMatch,
1059,Trap ,,armadilha.n,,"snare.n
trap.n","Deceiver
Trap
Victim","A Deceiver sets up a Trap in order to cause a Victim to have an incorrect understanding about a situation. The Deceiver anticipates that this will lead the Victim to take a course of action (including doing nothing) which causes the Victim harm.
Setting a [trap|tra] for your opponents|vic is usually a good strategy.
It|tra's a trap!
",Trap ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1059,ExactMatch,
315,Travel,"escapatoria.n
excursión.n
expedición.n
gira.n
hacer un tour.v
jornada.n
odisea.n
paseo.n
peregrinación.n
recorrido.n
romería.n
safari.n
tour.n
trayecto.n
viajar.v
viaje.n
viajero.n","aventura.n
excursão.n
expedição.n
fazer um tour.v
fuga.n
intercâmbio.n
itinerante.a
jornada.n
odisseia.n
peregrinação.n
safari.n
tour.n
viagem.n
viajante.n
viajar.v
",voyager.v,"commute.v
excursion.n
expedition.n
getaway.n
jaunt.n
journey.n
journey.v
journeying.n
junket.n
odyssey.n
peregrination.n
pilgrimage.n
road travel.n
road trip.n
safari.n
tour.n
tour.v
travel.n
travel.v
traveler.n
traveling.n
trip.n
voyage.n
voyage.v","Area
Direction
Goal
Mode_of_transportation
Path
Source
Traveler","In this frame a Traveler goes on a journey, an activity, generally planned in advance, in which the Traveler moves from a Source location to a Goal along a Path or within an Area. The journey can be accompanied by Co-participants and Baggage. The Duration or Distance of the journey, both generally long, may also be described as may be the Mode_of_transportation. Words in this frame emphasize the whole process of getting from one place to another, rather than profiling merely the beginning or the end of the journey.
Ellen journeyed to Europe with five suitcases.
Samantha journeyed 2500 miles with her family by sea to China.The Osbournes took a trip from Beverly Hills to London on the Concorde.",Travel,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/315,ExactMatch,
610,Traversing,"atravesar.v
cruzar.v
cruzarse.v
franquear.v
saltar.v
traspasar.v
vadear.v","ascender.v
ascensão.n
atravessar.v
circular.v
cruzamento.n
cruzar.v
decida.n
descer.v
montar.v
passar.v
pular.v
rodear.v
saltar.v
subir.v
",,"ascend.v
ascent.n
circle.v
crisscross.v
cross.v
descend.v
descent.n
hop.v
jump.v
leap.v
mount.v
pass.v
skirt.v
through.prep
traverse.v","Area
Direction
Distance
Goal
Path
Path_shape
Source
Theme","A Theme changes location with respect to a salient location, which can be expressed by a Source, Path, Goal, Area, Direction, Path_shape, or Distance, as shown in the examples below:
Start your ascent from Achintree Farm in Glen Nevis.
We crossed the desert.
She jumped across the ditch that marked the entrance to the woods.
The children hopped into the neighbor's yard.
I leaped twenty feet before slipping and falling.
As they did so, the plane circled lower.
Boyner has been [crisscrossing|Target] the country since May|dur.
",Traversing,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/610,ExactMatch,
1158,Treating_and_mistreating,,"maltratar.v
tratar.v",traiter.v,"mistreat.v
treat.v
use.v","Affected_party
Agent
Manner","In this frame an Agent is evaluated as behaving toward an Affected_party in some Manner, which may or may not be incorporated into the target LU.
Douglas always treated Mary well.
",Treating_and_mistreating,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1158,ExactMatch,
834,Trendiness ,artesanal.a,"afrogourmet.a
alternativo.a
artesanal.a
cafona.a
chique.a
clássico.a
estilo.n
fashion.a
febre.n
gourmet.a
grande.a
grunge.a
hippie.a
legal.a
moda.a
moda.n
moderno.a
onda.n
refinado.a
sensação.n
sofisticado.a
tendência.n
",,"big.a
chic.a
cool.a
craft.a
fashion.n
fashionable.a
hip.a
style.n
trend.n
trendy.a","Behavior
Evaluee","A Behavior, attributed to an Evaluee, conforms with or is heavily influenced by a popular trend or practice, often in the realm of fashion, design, though extending social and interactional behavior in general. Trendiness differs from Popularity in adding a factor of aesthetic or other judgment to behaviors and individuals, and judging these with respect to social behavior; Popularity is about amount of acceptability or utilization based on general (often non-aesthetic) desirability.
Wearing flowered brocaded silks was fashionable in the first few years of the decade.

",Trendiness ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/834,ExactMatch,
181,Trial,,"
",,"case.n
trial.n","Case
Charges
Court
Defendant
Defense
Judge
Jury
Prosecution","A trial is a process conducted in a Court before a Judge and (usually) a Jury in which the participants meet in order to decide a Case. The Prosecution attempts to prove that the Defendant is guilty of the Charges and the Defense tries to prove that the Defendant is innocent.
Trials have a rich schematic structure which is only partially represented here. The Trial frame is the part of the Criminal Process frame that occurs after a crime, Arrest of a suspect, Arraignment, jury selection, etc. and before Sentencing and punishment or release. The Trial is made up of court appearances. The beginning of the Trial generally involves opening arguments, in which the Prosecution and the Defense present their respective points of view. Then during the course of the Trial, both sides present evidence, some of which is provided by witnesses with testimony, and this is then drawn upon as support for their arguments. Following the presentation of evidence, testimony, and arguments, generally culminating in closing arguments for each side, the Jury (if present) deliberates and either comes to no sufficient consensus or produces a Verdict.",Trial,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/181,ExactMatch,
